_id,价格(万元),小区,市区,年份,户型,朝向,楼层,电梯,装修情况,详情页,面积(㎡)
61cb3aa443c3727dd5ae5b24,163,锦华北园,沙河口,2002/板楼,3室2厅,南 北,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102102929781.html,132.87
61cb3aa543c3727dd5ae5b25,318,运达嘉洲阳光,中山,2007/板楼,3室2厅,南 北,28,有电梯,精装,https://dl.lianjia.com/ershoufang/102104633596.html,145.41
61cb3aa643c3727dd5ae5b26,330,弘基二期,高新园区,2003/板楼,3室1厅,南 北,11,有电梯,精装,https://dl.lianjia.com/ershoufang/102104228647.html,147.39
61cb3aa743c3727dd5ae5b27,112,银华双厦,西岗,1999/塔楼,3室1厅,东北,20,有电梯,简装,https://dl.lianjia.com/ershoufang/102104071908.html,97.41
61cb3aa843c3727dd5ae5b28,97,高原街,中山,1996/板楼,3室2厅,南 西 北,7,无电梯,简装,https://dl.lianjia.com/ershoufang/102104732302.html,103.97
61cb3aa843c3727dd5ae5b29,98.7,城润万家,开发区,2008/板楼,3室1厅,南 北,31,有电梯,简装,https://dl.lianjia.com/ershoufang/102104710319.html,109.61
61cb3ab62214654daa62e460,254.5,中海天赋山二期,沙河口,2017/板楼,3室2厅,南 北,9,有电梯,精装,https://dl.lianjia.com/ershoufang/102104701374.html,127.29
61cb3ab72214654daa62e461,118,锦霞北园,沙河口,1998/板楼,2室2厅,南 北,7,无电梯,精装,https://dl.lianjia.com/ershoufang/102104563874.html,83.28
61cb3ab82214654daa62e462,376,宏都筑景Ⅰ期,沙河口,2008/板楼,3室2厅,南 北,5,有电梯,精装,https://dl.lianjia.com/ershoufang/102104127464.html,132.06
61cb3ab92214654daa62e463,121,东城天下,开发区,2005/板楼,3室2厅,南 西 北,11,有电梯,简装,https://dl.lianjia.com/ershoufang/102104915093.html,120.19
61cb3aba2214654daa62e464,69,骏达阅阳楼,西岗,2008/塔楼,1室1厅,南,8,有电梯,精装,https://dl.lianjia.com/ershoufang/102105193594.html,44.45
61cb3aba2214654daa62e465,118,北昌平小区,沙河口,1994/板楼,3室1厅,南 北,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102105041065.html,61.94
61cb3abb2214654daa62e466,179,健龙苑,沙河口,2000/板楼,3室2厅,南 北,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102103227449.html,94.37
61cb3abc2214654daa62e467,118,水映西山,甘井子,2008/板楼,2室2厅,南 北,18,有电梯,精装,https://dl.lianjia.com/ershoufang/102103504574.html,82.84
61cb3abd2214654daa62e468,79.6,交通大学,沙河口,1995/板楼,3室1厅,南 北,5,无电梯,精装,https://dl.lianjia.com/ershoufang/102104484652.html,61.09
61cb3abe2214654daa62e469,150,34中一二九街,西岗,1988/板楼,2室1厅,东 西,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102105190678.html,58.35
61cb3abf2214654daa62e46a,160,亿锋广场三期,开发区,2015/板楼,3室1厅,南 北,32,有电梯,精装,https://dl.lianjia.com/ershoufang/102104960885.html,88.73
61cb3ac02214654daa62e46b,156.6,中航华府,甘井子,2016/板楼,3室1厅,南 北,27,有电梯,精装,https://dl.lianjia.com/ershoufang/102103787309.html,91.15
61cb3ac12214654daa62e46c,172,秀月小区,中山,1990/板楼,3室2厅,南 北,4,无电梯,精装,https://dl.lianjia.com/ershoufang/102104711752.html,100.34
61cb3ac22214654daa62e46d,320,第五郡四号地,甘井子,2010/板楼,3室2厅,南 北,5,无电梯,简装,https://dl.lianjia.com/ershoufang/102101221420.html,121.67
61cb3ac32214654daa62e46e,186,红星海五期青屿蓝,开发区,2012/板楼,3室2厅,南 北,29,有电梯,精装,https://dl.lianjia.com/ershoufang/102100855383.html,145
61cb3ac42214654daa62e46f,494,世嘉星海,沙河口,2008/板楼,4室2厅,南 北,18,有电梯,精装,https://dl.lianjia.com/ershoufang/102104942117.html,174.05
61cb3ac42214654daa62e470,378,悦泰林里,中山,2006/板楼,4室2厅,南 北,17,有电梯,精装,https://dl.lianjia.com/ershoufang/102104504290.html,133.01
61cb3ac52214654daa62e471,295,万科城市花园,沙河口,2006/板楼,3室2厅,南 北,11,有电梯,精装,https://dl.lianjia.com/ershoufang/102104884396.html,148.76
61cb3ac62214654daa62e472,448,信兴花园,西岗,1997/板楼,4室2厅,南 北,5,无电梯,精装,https://dl.lianjia.com/ershoufang/102104792218.html,141.58
61cb3ac82214654daa62e473,375,青云林海,中山,2001/板楼,5室2厅,南 北,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102103728346.html,220.21
61cb3ac82214654daa62e474,350,中南苑,中山,2001/板楼,3室2厅,南 北,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102103641556.html,138.35
61cb3ac92214654daa62e475,109,保利金香槟,金州,2018/板楼,3室1厅,南 北,32,无电梯,精装,https://dl.lianjia.com/ershoufang/102105189877.html,93.16
61cb3aca2214654daa62e476,347,青云林海,中山,2001/板楼,3室2厅,南 北,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102104877153.html,160.96
61cb3acb2214654daa62e477,93,聚美东湾,开发区,2018/板楼,2室1厅,南 北 东,27,有电梯,精装,https://dl.lianjia.com/ershoufang/102105173244.html,75.92
61cb3acc2214654daa62e478,135,华都文郡,沙河口,2014/板楼,1室1厅,东,24,有电梯,简装,https://dl.lianjia.com/ershoufang/102105174723.html,35.49
61cb3acd2214654daa62e479,61,鲁能泰山7号,金州,未知/板楼,1室1厅,南,5,无电梯,精装,https://dl.lianjia.com/ershoufang/102105168113.html,51.82
61cb3ace2214654daa62e47a,55,福佳国际,开发区,2007/塔楼,2室1厅,东北,29,有电梯,精装,https://dl.lianjia.com/ershoufang/102105177333.html,105.89
61cb3acf2214654daa62e47b,80,福佳新城一期,甘井子,2010/板楼,2室1厅,东 南 北,26,有电梯,精装,https://dl.lianjia.com/ershoufang/102105175668.html,81.31
61cb3ad02214654daa62e47c,38.2,颐莲家园,普兰店,未知/塔楼,2室1厅,南 北,15,有电梯,精装,https://dl.lianjia.com/ershoufang/102105174165.html,73.36
61cb3ad02214654daa62e47d,36,金湖里,开发区,2000/板楼,2室1厅,南 北,7,无电梯,精装,https://dl.lianjia.com/ershoufang/102105179222.html,55.16
61cb3ad12214654daa62e47e,36,金湖里,开发区,2000/板楼,2室1厅,南 北,7,无电梯,精装,https://dl.lianjia.com/ershoufang/102105179222.html,55.16
61cb3ad22214654daa62e47f,68,新华街,沙河口,未知/暂无数据,2室0厅,南 北,4,无电梯,简装,https://dl.lianjia.com/ershoufang/102105179596.html,59
61cb3ad32214654daa62e480,96.8,泡崖四区,甘井子,2002/板楼,2室2厅,南 北 西,7,无电梯,精装,https://dl.lianjia.com/ershoufang/102105166239.html,78.39
61cb3ad42214654daa62e481,36,郁林海景花园,旅顺口,未知/板楼,2室1厅,东 南,27,有电梯,简装,https://dl.lianjia.com/ershoufang/102105176112.html,70.42
61cb3ad52214654daa62e482,53,建兴苑,金州,1999/板楼,2室1厅,南 北,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102105176412.html,74.61
61cb3ad62214654daa62e483,87,红星首府,开发区,未知/板楼,2室2厅,南 北,28,无电梯,毛坯,https://dl.lianjia.com/ershoufang/102105170377.html,89
61cb3ad72214654daa62e484,68.8,马栏北街（甘井子区）,甘井子,1994/板楼,2室1厅,南 北,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102105168865.html,57.86
61cb3ad82214654daa62e485,39,金纺小区,金州,未知/板楼,2室1厅,南 北,4,无电梯,简装,https://dl.lianjia.com/ershoufang/102105166697.html,53.26
61cb3ad92214654daa62e486,68,瀚林府,开发区,未知/板塔结合,1室1厅,东北,33,有电梯,精装,https://dl.lianjia.com/ershoufang/102105173235.html,43
61cb3ada2214654daa62e487,109.8,台山,沙河口,1995/板楼,2室1厅,南,7,无电梯,精装,https://dl.lianjia.com/ershoufang/102105177570.html,63.17
61cb3adb2214654daa62e488,78,锦泉源B1区,甘井子,2001/板楼,1室1厅,南 北,5,无电梯,简装,https://dl.lianjia.com/ershoufang/102104738572.html,52.3
61cb3adc2214654daa62e489,135,软景E居,高新园区,2011/塔楼,1室1厅,东北,31,有电梯,精装,https://dl.lianjia.com/ershoufang/102103897116.html,47.41
61cb3add2214654daa62e48a,38,金宸国际,西岗,2004/板楼,1室0厅,南,28,有电梯,简装,https://dl.lianjia.com/ershoufang/102104171387.html,38.09
61cb3ade2214654daa62e48b,109.8,泡崖七区,甘井子,2000/板楼,2室2厅,南 北,7,无电梯,精装,https://dl.lianjia.com/ershoufang/102104809576.html,78.27
61cb3ade2214654daa62e48c,82.5,福佳新城一期,甘井子,2010/板楼,2室1厅,南,30,有电梯,精装,https://dl.lianjia.com/ershoufang/102104603754.html,79.93
61cb3adf2214654daa62e48d,165,华润考拉住区,甘井子,2015/塔楼,3室1厅,南 北,17,有电梯,精装,https://dl.lianjia.com/ershoufang/102104547512.html,92.58
61cb3ae02214654daa62e48e,98,金海明珠,金州,2015/板楼,2室1厅,南 北,18,有电梯,精装,https://dl.lianjia.com/ershoufang/102104765297.html,89.88
61cb3ae12214654daa62e48f,119,红星海一期城市别馆,开发区,2012/板楼,2室2厅,南 北,32,有电梯,简装,https://dl.lianjia.com/ershoufang/102104908768.html,100.49
61cb3ae22214654daa62e490,15.8,松苑山庄,开发区,1999/板楼,1室0厅,西,7,无电梯,简装,https://dl.lianjia.com/ershoufang/102102623739.html,29.45
61cb3ae32214654daa62e491,62,环海公寓,中山,2002/板楼,2室2厅,南,18,无电梯,精装,https://dl.lianjia.com/ershoufang/102104416850.html,84.42
61cb3ae42214654daa62e492,48,五二三厂,甘井子,1989/板楼,2室1厅,南,4,无电梯,简装,https://dl.lianjia.com/ershoufang/102104788494.html,47.43
61cb3ae52214654daa62e493,107.8,三合庭苑,甘井子,2018/板楼,2室2厅,南 北,11,无电梯,毛坯,https://dl.lianjia.com/ershoufang/102102981669.html,90.26
61cb3ae52214654daa62e494,69.8,新希望乐城,金州,2013/板楼,2室1厅,南,32,有电梯,精装,https://dl.lianjia.com/ershoufang/102104217555.html,66.59
61cb3ae62214654daa62e495,69.5,泉水友好园,甘井子,1998/板楼,1室1厅,南,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102103429131.html,53.3
61cb3ae72214654daa62e496,96.8,松江路（80中）,甘井子,1996/板楼,2室1厅,南 北,5,无电梯,简装,https://dl.lianjia.com/ershoufang/102102233745.html,91.91
61cb3ae82214654daa62e497,86,八十中红咀街,甘井子,1994/板楼,2室1厅,东 西,7,无电梯,简装,https://dl.lianjia.com/ershoufang/102102419217.html,67.68
61cb3ae92214654daa62e498,46.8,阳光家园（旅顺开发区）,旅顺口,2005/塔楼,2室2厅,南,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102104393778.html,132.51
61cb3aea2214654daa62e499,249,青秀蓝湾二期,甘井子,2016/板楼,2室1厅,南 北,11,有电梯,精装,https://dl.lianjia.com/ershoufang/102104562747.html,88.59
61cb3aea2214654daa62e49a,157,府佳名都,甘井子,2002/板楼,2室1厅,南 北,10,有电梯,精装,https://dl.lianjia.com/ershoufang/102104151571.html,79.18
61cb3aec2214654daa62e49b,92.5,新星绿城五期,甘井子,2009/板楼,2室1厅,南,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102103080282.html,59.09
61cb3aee2214654daa62e49c,69.8,新希望乐城,金州,2013/板楼,2室1厅,南,32,有电梯,精装,https://dl.lianjia.com/ershoufang/102104217555.html,66.59
61cb3aef2214654daa62e49d,62,环海公寓,中山,2002/板楼,2室2厅,南,18,无电梯,精装,https://dl.lianjia.com/ershoufang/102104416850.html,84.42
61cb3aef2214654daa62e49e,107.8,三合庭苑,甘井子,2018/板楼,2室2厅,南 北,11,无电梯,毛坯,https://dl.lianjia.com/ershoufang/102102981669.html,90.26
61cb3af02214654daa62e49f,48,五二三厂,甘井子,1989/板楼,2室1厅,南,4,无电梯,简装,https://dl.lianjia.com/ershoufang/102104788494.html,47.43
61cb3af12214654daa62e4a0,111,红星海三期境界,开发区,2012/板楼,2室2厅,南,30,有电梯,精装,https://dl.lianjia.com/ershoufang/102105118815.html,81.19
61cb3af22214654daa62e4a1,115,华业玫瑰东方Ⅱ期,沙河口,2014/板楼,2室1厅,南,6,有电梯,精装,https://dl.lianjia.com/ershoufang/102104249337.html,68.94
61cb3af32214654daa62e4a2,45,星海大观,沙河口,2010/塔楼,1室0厅,东,50,有电梯,精装,https://dl.lianjia.com/ershoufang/102102752521.html,43.34
61cb3af42214654daa62e4a3,138,大连天地悦翠台,高新园区,2011/板楼,2室1厅,南 北,28,有电梯,精装,https://dl.lianjia.com/ershoufang/102104674400.html,81.72
61cb3af52214654daa62e4a4,81,万科城,金州,2016/板楼,2室1厅,南,34,有电梯,简装,https://dl.lianjia.com/ershoufang/102104348012.html,72.85
61cb3af62214654daa62e4a5,103,盛新园,甘井子,2000/板楼,2室1厅,南 北,5,无电梯,简装,https://dl.lianjia.com/ershoufang/102105113466.html,74.29
61cb3af72214654daa62e4a6,77,正源吉祥e家祥福园,开发区,2015/板楼,2室1厅,南 北,32,有电梯,精装,https://dl.lianjia.com/ershoufang/102104616175.html,64.29
61cb3af82214654daa62e4a7,98,泡崖四区,甘井子,2002/板楼,2室1厅,南 西 北,5,无电梯,简装,https://dl.lianjia.com/ershoufang/102105083936.html,76.99
61cb3af92214654daa62e4a8,71,新希望乐城,金州,2013/板楼,2室1厅,南,32,有电梯,精装,https://dl.lianjia.com/ershoufang/102104309246.html,66.59
61cb3af92214654daa62e4a9,24.8,乐活源,甘井子,2009/板楼,1室1厅,北,5,有电梯,简装,https://dl.lianjia.com/ershoufang/102103967004.html,33.92
61cb3afa2214654daa62e4aa,105,小平岛揽海名寓,高新园区,2010/塔楼,1室0厅,北,32,有电梯,简装,https://dl.lianjia.com/ershoufang/102104728724.html,36.2
61cb3afb2214654daa62e4ab,70,红星海四期城市别馆二号,开发区,2012/板楼,1室1厅,南,32,有电梯,精装,https://dl.lianjia.com/ershoufang/102103136366.html,59.63
61cb3afc2214654daa62e4ac,237,东港印象A区,中山,2008/板楼,2室1厅,南 北,14,有电梯,精装,https://dl.lianjia.com/ershoufang/102104401598.html,98.68
61cb3afd2214654daa62e4ad,106,亿达第一郡三期,旅顺口,2017/板楼,3室2厅,南 北,9,有电梯,毛坯,https://dl.lianjia.com/ershoufang/102105119124.html,115.36
61cb3afe2214654daa62e4ae,137,万科溪之谷三期,甘井子,2012/板楼,2室2厅,南 北,27,有电梯,精装,https://dl.lianjia.com/ershoufang/102104148047.html,105.37
61cb3afe2214654daa62e4af,79,侯二小区,沙河口,1993/板楼,2室2厅,南 北,7,无电梯,简装,https://dl.lianjia.com/ershoufang/102105088341.html,56.63
61cb3aff2214654daa62e4b0,93,金北花园小区,开发区,2002/板楼,2室2厅,南 北,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102104408927.html,94.52
61cb3b002214654daa62e4b1,81.5,乾豪欢乐颂,开发区,2019/板楼,2室2厅,南,29,有电梯,精装,https://dl.lianjia.com/ershoufang/102104841136.html,72
61cb3b012214654daa62e4b2,74.8,绿波花园,沙河口,2001/板楼,2室2厅,西 南 北,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102104804908.html,70.21
61cb3b022214654daa62e4b3,69,东盛启城,高新园区,2012/塔楼,1室0厅,东北,29,有电梯,精装,https://dl.lianjia.com/ershoufang/102104380331.html,37.63
61cb3b032214654daa62e4b4,149,红星海三期境界,开发区,2012/板楼,3室2厅,南 北,30,有电梯,精装,https://dl.lianjia.com/ershoufang/102104632697.html,92.64
61cb3b042214654daa62e4b5,32,保利西海岸,旅顺口,2012/塔楼,1室1厅,南,33,有电梯,简装,https://dl.lianjia.com/ershoufang/102102636077.html,67.78
61cb3b052214654daa62e4b6,179,芙蓉人家,甘井子,2006/板楼,2室1厅,南 北,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102104761593.html,92.56
61cb3b062214654daa62e4b7,39.8,金纺小区,金州,1988/板楼,2室0厅,南,5,无电梯,简装,https://dl.lianjia.com/ershoufang/102105017119.html,50.07
61cb3b072214654daa62e4b8,70.8,亿锋广场二期,开发区,2015/板楼,1室1厅,南,33,有电梯,精装,https://dl.lianjia.com/ershoufang/102104616438.html,46.15
61cb3b082214654daa62e4b9,83.5,瀛海金洲,金州,2014/板楼,2室1厅,南,34,有电梯,精装,https://dl.lianjia.com/ershoufang/102103669539.html,91.44
61cb3b0a2214654daa62e4ba,137,万科溪之谷三期,甘井子,2012/板楼,2室2厅,南 北,27,有电梯,精装,https://dl.lianjia.com/ershoufang/102104148047.html,105.37
61cb3b0b2214654daa62e4bb,79,侯二小区,沙河口,1993/板楼,2室2厅,南 北,7,无电梯,简装,https://dl.lianjia.com/ershoufang/102105088341.html,56.63
61cb3b0b2214654daa62e4bc,93,金北花园小区,开发区,2002/板楼,2室2厅,南 北,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102104408927.html,94.52
61cb3b0c2214654daa62e4bd,70,红星海四期城市别馆二号,开发区,2012/板楼,1室1厅,南,32,有电梯,精装,https://dl.lianjia.com/ershoufang/102103136366.html,59.63
61cb3b0d2214654daa62e4be,81.5,乾豪欢乐颂,开发区,2019/板楼,2室2厅,南,29,有电梯,精装,https://dl.lianjia.com/ershoufang/102104841136.html,72
61cb3b0e2214654daa62e4bf,74.8,绿波花园,沙河口,2001/板楼,2室2厅,西 南 北,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102104804908.html,70.21
61cb3b0e2214654daa62e4c0,106,亿达第一郡三期,旅顺口,2017/板楼,3室2厅,南 北,9,有电梯,毛坯,https://dl.lianjia.com/ershoufang/102105119124.html,115.36
61cb3b0f2214654daa62e4c1,108.5,泡崖美林园,甘井子,2004/板楼,2室1厅,南 北,7,无电梯,精装,https://dl.lianjia.com/ershoufang/102104646124.html,73.46
61cb3b102214654daa62e4c2,70,阳光驿城,甘井子,2014/板塔结合,2室1厅,南,34,有电梯,精装,https://dl.lianjia.com/ershoufang/102105026800.html,51.85
61cb3b112214654daa62e4c3,120,亲亲家园,甘井子,2004/板楼,2室1厅,南 北,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102105054613.html,58.5
61cb3b122214654daa62e4c4,64.8,昌盛经典一期,瓦房店,2010/板楼,2室2厅,南 西 北,18,有电梯,精装,https://dl.lianjia.com/ershoufang/102105004175.html,86.85
61cb3b132214654daa62e4c5,107,东城天下,开发区,2005/板楼,3室2厅,南 北,12,有电梯,精装,https://dl.lianjia.com/ershoufang/102104967350.html,125.4
61cb3b142214654daa62e4c6,50,华通地中海郡,旅顺口,未知/板楼,2室2厅,南 北,11,无电梯,精装,https://dl.lianjia.com/ershoufang/102104780407.html,92.14
61cb3b152214654daa62e4c7,62.5,绿波小区,沙河口,1998/板楼,1室1厅,南,7,无电梯,简装,https://dl.lianjia.com/ershoufang/102104817620.html,48.15
61cb3b162214654daa62e4c8,70.8,亿锋广场二期,开发区,2015/板楼,1室1厅,南,33,有电梯,精装,https://dl.lianjia.com/ershoufang/102104616438.html,46.15
61cb3b172214654daa62e4c9,149,红星海三期境界,开发区,2012/板楼,3室2厅,南 北,30,有电梯,精装,https://dl.lianjia.com/ershoufang/102104632697.html,92.64
61cb3b172214654daa62e4ca,83.5,瀛海金洲,金州,2014/板楼,2室1厅,南,34,有电梯,精装,https://dl.lianjia.com/ershoufang/102103669539.html,91.44
61cb3b182214654daa62e4cb,69,东盛启城,高新园区,2012/塔楼,1室0厅,东北,29,有电梯,精装,https://dl.lianjia.com/ershoufang/102104380331.html,37.63
61cb3b192214654daa62e4cc,85,远洋风景,西岗,2008/板楼,1室1厅,西,9,有电梯,精装,https://dl.lianjia.com/ershoufang/102104834368.html,46.83
61cb3b1a2214654daa62e4cd,85.8,金湖里,开发区,2000/板楼,2室2厅,南 北,7,无电梯,精装,https://dl.lianjia.com/ershoufang/102104891372.html,97.53
61cb3b1b2214654daa62e4ce,39,高家沟,中山,1996/板楼,2室0厅,南,7,无电梯,精装,https://dl.lianjia.com/ershoufang/102103147846.html,35.41
61cb3b1c2214654daa62e4cf,38.2,嘉和花样年华四期,中山,未知/塔楼,1室0厅,南,11,有电梯,精装,https://dl.lianjia.com/ershoufang/102104825523.html,38.33
61cb3b1d2214654daa62e4d0,79.9,七迎路,甘井子,1995/板楼,2室1厅,南,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102104944081.html,58.95
61cb3b1d2214654daa62e4d1,27.8,门球场,普兰店,1991/板楼,2室2厅,南 北,4,无电梯,精装,https://dl.lianjia.com/ershoufang/102105010179.html,56
61cb3b1e2214654daa62e4d2,57.5,华南沃尔玛六平路,甘井子,1995/板楼,1室1厅,南,5,无电梯,精装,https://dl.lianjia.com/ershoufang/102105052982.html,40.41
61cb3b1f2214654daa62e4d3,47,金润小区B区,金州,2010/塔楼,2室1厅,南,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102105089774.html,50.92
61cb3b202214654daa62e4d4,179,芙蓉人家,甘井子,2006/板楼,2室1厅,南 北,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102104761593.html,92.56
61cb3b212214654daa62e4d5,122,佳和园,开发区,2005/板楼,2室1厅,南 西 北,18,有电梯,精装,https://dl.lianjia.com/ershoufang/102104276140.html,87.05
61cb3b222214654daa62e4d6,27.9,南山路小区,普兰店,未知/暂无数据,2室1厅,南 北,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102104868868.html,54.35
61cb3b232214654daa62e4d7,145,万科蓝山,甘井子,2015/板楼,1室1厅,西南,11,有电梯,精装,https://dl.lianjia.com/ershoufang/102104235190.html,47.51
61cb3b242214654daa62e4d8,215,远洋荣域B3区,甘井子,2019/板楼,3室2厅,南 北,29,有电梯,毛坯,https://dl.lianjia.com/ershoufang/102104566469.html,106.58
61cb3b252214654daa62e4d9,83.3,文体街,甘井子,1996/塔楼,2室1厅,南 北,7,无电梯,简装,https://dl.lianjia.com/ershoufang/102104838581.html,63.81
61cb3b252214654daa62e4da,39.8,金纺小区,金州,1988/板楼,2室0厅,南,5,无电梯,简装,https://dl.lianjia.com/ershoufang/102105017119.html,50.07
61cb3b262214654daa62e4db,32,保利西海岸,旅顺口,2012/塔楼,1室1厅,南,33,有电梯,简装,https://dl.lianjia.com/ershoufang/102102636077.html,67.78
61cb3b272214654daa62e4dc,65.2,亿城御景湾,普兰店,未知/塔楼,2室1厅,南 北,17,有电梯,精装,https://dl.lianjia.com/ershoufang/102104816143.html,87.46
61cb3b282214654daa62e4dd,78,开建阳光馨苑,开发区,2009/塔楼,2室1厅,东南,32,有电梯,精装,https://dl.lianjia.com/ershoufang/102104349699.html,74.43
61cb3b292214654daa62e4de,60,新希望家园,金州,2009/板楼,2室1厅,南,28,有电梯,精装,https://dl.lianjia.com/ershoufang/102104944860.html,58.02
61cb3b2a2214654daa62e4df,96,万国宫馆一期,开发区,2009/板塔结合,2室1厅,南 北,32,有电梯,精装,https://dl.lianjia.com/ershoufang/102103997163.html,87.21
61cb3b2b2214654daa62e4e0,26,新青年金洋合院（金洋小区）,金州,1996/板楼,1室1厅,南,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102104981710.html,33.69
61cb3b2b2214654daa62e4e1,130,金马圣隆,甘井子,2006/板楼,2室2厅,南 北,5,无电梯,精装,https://dl.lianjia.com/ershoufang/102104905583.html,83.84
61cb3b2c2214654daa62e4e2,125,金地艺境,甘井子,2016/板楼,2室2厅,南 北,27,有电梯,精装,https://dl.lianjia.com/ershoufang/102104332904.html,88.76
61cb3b2d2214654daa62e4e3,56,生辉第一城,金州,2007/板楼,2室2厅,北,18,有电梯,简装,https://dl.lianjia.com/ershoufang/102104956379.html,44.24
61cb3b2e2214654daa62e4e4,86,远洋广场,甘井子,2011/塔楼,1室0厅,南,30,有电梯,精装,https://dl.lianjia.com/ershoufang/102105075583.html,55.81
61cb3b2f2214654daa62e4e5,155,34中安宁巷,西岗,1985/板楼,2室1厅,南 北,7,无电梯,精装,https://dl.lianjia.com/ershoufang/102103916469.html,60.22
61cb3b302214654daa62e4e6,37.5,亿城御景湾,普兰店,未知/塔楼,2室1厅,南,33,有电梯,精装,https://dl.lianjia.com/ershoufang/102105113227.html,64.39
61cb3b312214654daa62e4e7,107,百年港湾,西岗,2014/板楼,1室1厅,西南,27,有电梯,精装,https://dl.lianjia.com/ershoufang/102104235980.html,67.7
61cb3b322214654daa62e4e8,89.5,糖果小区,金州,2011/板楼,2室2厅,南 北,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102103709184.html,87.56
61cb3b332214654daa62e4e9,42.1,开.东山小区,开发区,未知/板楼,2室1厅,南,6,无电梯,精装,https://dl.lianjia.com/ershoufang/102105030263.html,51.8
61cb3b342214654daa62e4ea,102,盐岛湖,甘井子,未知/板楼,2室1厅,南 西南,18,有电梯,简装,https://dl.lianjia.com/ershoufang/102104894905.html,91.26
61cb3b352214654daa62e4eb,100,正泰园B区,开发区,2000/板塔结合,2室2厅,南 北,33,有电梯,精装,https://dl.lianjia.com/ershoufang/102103193694.html,86.51
61cb3b362214654daa62e4ec,129,泉水家年华,甘井子,2009/板楼,2室1厅,东南,24,有电梯,精装,https://dl.lianjia.com/ershoufang/102104978578.html,89.76
61cb3b362214654daa62e4ed,70,星海公园,沙河口,1995/板楼,2室1厅,南 北,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102103514017.html,46.66
61cb3b372214654daa62e4ee,35,泰山小区,普兰店,未知/板楼,2室2厅,南 北,7,无电梯,简装,https://dl.lianjia.com/ershoufang/102104930267.html,66.55
61cb3b382214654daa62e4ef,171,三鼎春天,甘井子,2018/板楼,1室1厅,南,9,有电梯,毛坯,https://dl.lianjia.com/ershoufang/102101799643.html,55.69
61cb3b392214654daa62e4f0,65,金都嘉园,金州,2009/板楼,2室1厅,南 北,11,有电梯,简装,https://dl.lianjia.com/ershoufang/102104863733.html,67.54
61cb3b3a2214654daa62e4f1,59,七绣路,甘井子,1996/板楼,1室1厅,南 北,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102104648219.html,45.62
61cb3b3b2214654daa62e4f2,73.8,泡崖康顺园,甘井子,2007/板楼,2室1厅,南 北,6,无电梯,简装,https://dl.lianjia.com/ershoufang/102104862337.html,59.73
61cb3b3c2214654daa62e4f3,69.8,泡崖康顺园,甘井子,2007/板楼,1室1厅,南,11,有电梯,精装,https://dl.lianjia.com/ershoufang/102104890940.html,46.02
61cb3b3d2214654daa62e4f4,32.5,湾德里华府,旅顺口,2012/板楼,2室1厅,南 北,18,有电梯,毛坯,https://dl.lianjia.com/ershoufang/102104925555.html,93.33
61cb3b3e2214654daa62e4f5,84.3,瑞仕尚城二期,开发区,2010/板楼,2室1厅,南,32,有电梯,精装,https://dl.lianjia.com/ershoufang/102104818951.html,67.66
61cb3b3f2214654daa62e4f6,100.5,三寰融创城北园,甘井子,2015/板楼,2室1厅,南 北,9,有电梯,精装,https://dl.lianjia.com/ershoufang/102105052485.html,77.24
61cb3b402214654daa62e4f7,65,金都嘉园,金州,2009/板楼,2室1厅,南 北,11,有电梯,简装,https://dl.lianjia.com/ershoufang/102104863733.html,67.54
61cb3b412214654daa62e4f8,25,经典生活,中山,2005/板塔结合,2室1厅,南,25,有电梯,简装,https://dl.lianjia.com/ershoufang/102104436172.html,33.52
61cb3b422214654daa62e4f9,27,新辉小区,金州,2005/板楼,2室1厅,南 北,8,无电梯,简装,https://dl.lianjia.com/ershoufang/102104449684.html,50.07
61cb3b432214654daa62e4fa,32.5,湾德里华府,旅顺口,2012/板楼,2室1厅,南 北,18,有电梯,毛坯,https://dl.lianjia.com/ershoufang/102104925555.html,93.33
